site_no,cluster,latitude,longitude,action_aep,flood_aep,moderate_aep,major_aep
06888000,7,39.34777386,-96.2174979,0.6017157565017315,0.5221506972858112,0.31476483035224745,0.05746084749020174
06888500,7,39.06472106,-96.1691605,0.747121936779374,0.5667596138182054,0.04763728551348123,0.01324001809954934
06889200,7,39.23833024,-95.8885992,0.4183425959081942,0.30093083481279204,0.2763616803402827,0.09601118438967353
06890100,7,39.5213873,-95.532756,0.6210067995850028,0.2995433581573754,0.14102505658911552,0.0005591315790618065
06892000,7,39.1163912,-95.0108006,0.6889497357753878,0.4574395802991691,0.011669551843975605,0.0007810510512953061
06895000,3,39.33266389,-93.98,0.9942718281200653,0.7944629636318236,0.7288885519334978,0.027692474661329142
06896000,3,39.34325,-93.4855361,0.999228435027099,0.9234737786277146,0.6328331191396593,0.11356412706533434
06897500,3,39.9269517,-93.9427225,0.8719845855412472,0.6882632662361406,0.24057391039394166,0.030564171092214234
06899500,3,40.06930556,-93.6380278,0.6452414793357207,0.3849961269932653,0.07918198549681527,0.009274384233568835
06903400,3,40.9519722,-93.2598889,0.7081976981895364,0.2608518400102907,0.008054867968652327,0.0009252434300584712
06903700,3,40.80044444,-93.1926861,0.20141494675532798,0.08005147464428043,0.026613853360308953,0.008103335512146549
06906800,3,38.70225,-92.9788333,0.9837820298563623,0.8942977564935168,0.7766122308008077,0.0915925059876199
06910230,3,38.92775,-92.3399444,0.7610263428192118,0.579104380127718,0.3095514646647772,0.1392655723234246
06910750,3,38.52902778,-92.1920278,0.976299484890457,0.8860256011723653,0.4431642865042816,0.16874465653291812
06911490,7,38.60139907,-95.6847068,0.7410111708000646,0.4249318221655919,0.03720667634895902,0.0
06918440,3,37.44313889,-93.6848889,0.7556972194689852,0.6084742121632607,0.3443451351957137,0.020819491770711976
06918460,3,37.4023611,-93.8020278,0.7909606482988327,0.64661524549488,0.1949212151790322,0.03832661001928155
06919500,3,37.83405556,-93.8754722,0.6195746037665839,0.5357855185892624,0.3614038136830942,0.0036846875735814695
06921070,3,37.68266667,-93.3703333,0.8270550018235079,0.5972104370764433,0.26115193038696255,0.008142445505891056
06927000,3,38.43180556,-91.9886111,0.9945774091856301,0.9684475241623297,0.574643586243154,0.1318979370043765
06928000,3,37.75913889,-92.4520278,0.5216488535869703,0.42992386831024487,0.2159647130127014,0.10717418339972672
06928300,3,37.6010833,-92.2338056,0.9325794486586386,0.8662487487170066,0.6164106343376764,0.2776299483809518
06928420,3,37.79194444,-92.1833333,0.9997239255202766,0.997611348193829,0.41287190791044365,0.05269408914288341
06930060,3,37.76025,-92.0579722,0.9878203042457796,0.9531252586267357,0.6091524495483454,0.17937110041629564
06932000,3,37.90952778,-91.9033333,0.4771446983745417,0.3488478572611114,0.10042329672599233,0.05854232725581405
06933500,3,37.92991667,-91.9773333,0.666867681821921,0.5380539852381017,0.10635194887582819,0.02534598101917304
06934000,3,38.38880556,-91.8198889,0.5128634942988413,0.420819187737017,0.1893179872173686,0.06735355614338896
07013000,3,37.9984722,-91.3609444,0.7759182091732527,0.6714815768850633,0.1990705958075366,0.056892818338784706
07015720,3,38.14691667,-91.5808889,0.8592778329453071,0.7194899759872229,0.3126058891655522,0.023178342444229172
07025400,3,36.40533398,-88.8547618,0.7447881292410868,0.5306232457215186,0.2722898863212786,0.051823893940390095
07030240,3,35.3109497,-89.6395599,0.6406315009362777,0.5205760521539426,0.25661239944804426,0.08134119415306175
07030500,3,35.05425748,-89.5411896,0.726798901128364,0.3089486347346109,0.1271670497106773,0.022708234502867453
07035800,3,37.50241667,-90.4578889,0.7631250972846608,0.6062165503720504,0.0516917313497294,0.02622360232115873
07036100,3,37.3845,-90.4738611,0.6557509357593468,0.5122136300308548,0.38358062663884734,0.19732049903349158
07037500,3,37.19452778,-90.5033056,0.9998540608764331,0.901641924088589,0.28504717211456426,0.04699897967086492
07050152,3,36.5809722,-93.8336944,0.9868768143724888,0.9548507079387186,0.23133393704929703,0.09189072857258448
07050500,3,36.4272222,-93.6208333,0.09095836873334127,0.07862882306143201,0.058588279203753174,0.043519249911630704
07050700,3,37.1499722,-93.2033889,0.9912754032883544,0.8929881775794868,0.7033432952844632,0.05501383591854917
07052345,3,36.97488889,-93.3278889,0.8147404231830586,0.699193912546634,0.1530947912026436,0.04156487843463119
07054080,3,36.77963889,-92.9072778,0.8105705208360476,0.6282174647288732,0.0003772596359374395,0.0003772596359374395
07056000,3,35.98305556,-92.7472222,0.7210577919807482,0.42108816666491755,0.18269287288848013,0.027680731887523534
07064533,3,37.37569444,-91.5528056,0.8866995441647938,0.6615941887472508,0.27578965488209095,0.10526153420334598
07065495,3,37.14816667,-91.4430833,0.9416038212962697,0.8253200494158526,0.539411919555819,0.15635308018997948
07066000,3,37.1540833,-91.3581667,0.918541091297602,0.4912343846734021,0.2907247351179576,0.10136559587532198
07067000,3,36.99138889,-91.0135,0.7735514686448289,0.18899172768677827,0.10699828170017173,0.047378099971133396
07068000,3,36.6215,-90.8463889,0.6355359126312273,0.46917519579408373,0.25365512515481414,0.09671918568512178
07069305,3,36.3136111,-91.4827778,0.8503584432372123,0.6688427644916638,0.33251845996975704,0.22008946728234718
07072000,3,36.34638889,-91.1141667,0.6770530053313324,0.45761513048061275,0.379406287358457,0.12230449655463053
07124200,6,37.12946459,-104.6399888,0.6478756982383456,0.2447472560783716,0.13171871967234156,0.13171871967234156
07128500,6,38.0342222,-103.2014167,0.9183770231967314,0.8553827723791017,0.6515658955350259,0.4892850433167302
07140850,7,38.2066829,-99.6434539,0.0,0.0,0.0,0.0
07141780,7,38.47721389,-99.4375472,0.16054958437449365,0.07153316051745626,0.03688821841188555,0.01668395442241666
07141900,7,38.46170278,-99.0144361,0.19996241913141594,0.2225074415961217,0.18579763384159165,0.15660919633378448
07142300,7,37.8715361,-98.8758056,0.29781411808774955,0.17603514932734204,0.03472988002870402,0.005396247474284874
07142575,7,38.09363056,-98.5461389,0.3323683560925231,0.22360949763458537,0.16120762348312126,0.15288835234360856
07143672,7,38.02853056,-97.5405417,0.3427801429089885,0.3648760807514512,0.042603974711780845,0.0
07145200,3,37.561683,-97.8531094,0.9370016786954526,0.7292387832634974,0.31998334595813294,0.08417215130985645
07145700,3,37.24946707,-97.4036569,0.7241937252027162,0.6738974166274931,0.4421120382137546,0.16568061388094074
07148400,7,36.81503056,-98.6481395,0.7609623500331886,0.26758410007975725,0.03083240319363388,0.03083240319363388
07149000,7,37.03890556,-98.4701556,0.3557244801922776,0.26898870147323156,0.1421852008948325,0.09970945528344477
07151000,3,36.6719792,-97.3094887,0.6858212199051062,0.5474934369377442,0.41866898290887083,0.09852501729580379
07151500,3,37.12868889,-97.6015694,0.881277013588263,0.7302968069024773,0.14535645758605675,0.03779509613689365
07152000,3,36.8114211,-97.277265,0.6303527852238354,0.5170585767958353,0.4689660973862645,0.33232152827180805
07156900,3,37.0111372,-100.4918171,0.7142170844421124,0.4650447367988657,0.23887665304741287,0.12115997878902761
07157500,3,37.032528,-100.2112531,0.650924490936004,0.4656909728053329,0.33413210131017473,0.13442306485699063
07157950,7,36.85197484,-99.315387,0.37696062389231205,0.2073796043578685,0.09081064589051577,0.037955126285234016
07158000,3,36.51725644,-98.8795366,0.9208127531766179,0.878125327026893,0.5516825013692548,0.16882901057789898
07159100,3,35.95170756,-97.9144994,0.8474643007706572,0.6365452676432116,0.309976848958159,0.15070158030363856
07161450,3,35.9858927,-96.9122504,0.8493555809661111,0.7804823245294263,0.4499207495101297,0.25770057497290205
07184000,3,37.28116187,-95.0327471,0.9588851289443935,0.9034338770980677,0.2896808286908229,0.0011543719634722804
07185765,3,37.18863889,-94.3259167,0.8629558504666751,0.7373501003529879,0.37096791072933927,0.0387904158287582
07187000,3,37.0205833,-94.51375,0.8333309112222829,0.45813299210700653,0.18764792105652883,0.09499876045858542
07188653,3,36.6158611,-94.1822222,0.9009931812171518,0.821146745870945,0.49819193683964336,0.17182978018169762
07197000,3,35.9216222,-94.8372472,0.3741986944295708,0.3741986944295708,0.25257698933276307,0.06546529019077418
07203000,6,36.68102778,-104.7863944,0.3833229911481399,0.20114880524899842,0.04311787653634621,0.0005395942522138616
07211500,6,36.29756944,-104.4954722,0.009790772050865124,0.007188621019536245,0.004372535397692312,0.002789499451942029
07215500,6,35.94511667,-105.2557333,0.062288024089505095,0.24590676513872398,0.003086524325531268,0.0
07216500,6,35.8908722,-105.1636194,0.13556701756053385,0.023550003580295163,0.005256929321718047,0.00017048775042408838
07221500,6,35.6548333,-104.3786111,0.06289130360354117,0.05129560352186685,0.022722047686078058,0.010490364826983596
07233500,3,36.20225497,-101.305993,0.793274766693023,0.18623633567823214,0.11507707046142872,0.0598473745260908
07234000,3,36.82224819,-100.5193158,0.5112564957773734,0.4179539608205785,0.25555156262219875,0.25555156262219875
07252000,3,35.57694444,-94.0152778,0.8332410137416646,0.1673505531569197,0.07862814838459922,0.030792346227323304
07260500,3,35.0586111,-93.3955556,0.24899567173186832,0.24899567173186832,0.16313921289981365,0.1092728228319813
07261500,3,34.8725,-93.6572222,0.6464360663670956,0.4214170048069941,0.1397275558008749,0.03392228472011447
07268000,3,34.4825,-89.2244444,0.9961759792015599,0.947042811318115,0.4809592572714237,0.25226038603476714
07274000,3,34.2733333,-89.5213889,0.4156768411694125,0.3165905312641853,0.04361727665537116,0.013756097056311653
07289350,3,33.19444444,-89.7711111,0.9999937445963709,0.9999099476519426,0.8977491605407506,0.08542361337904723
07290000,3,32.34777778,-90.6969444,0.9608323001847572,0.9502015259104507,0.3860141661826553,0.035315819356706524
07292500,3,31.3247222,-91.1094444,0.6346065139099701,0.5627384228763841,0.014763410460011062,0.014763410460011062
07295000,3,31.22694444,-91.2955556,0.6936663737780411,0.6118206582649541,0.0,0.0
07299890,3,34.93560669,-100.6965246,0.3228961948212077,0.05605407656508872,0.05605407656508872,0.05605407656508872
07300000,3,34.95755294,-100.220949,0.9998341122088784,0.9462699568528616,0.6973573917588498,0.323731350821913
07300500,3,34.85839374,-99.5087007,0.8086196132076087,0.7316407315756067,0.541852514727809,0.2777847419316273
07301410,3,35.47310419,-100.1209501,0.9174546299965821,0.01058359298881016,0.01058359298881016,0.01058359298881016
